Column1.PARTYMST_DESC,Industry,Sub-Industry / Activity,Confidence,Source
RVS GROUP,Diversified Group,Diversified group,Low,Name-derived
RVS GROUP,Diversified Group,Diversified group,Low,Name-derived
RVS GROUP,Diversified Group,Diversified group,Low,Name-derived
S H T C TRADING L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
S W M E CONTROL SYSTEMS TRADING LLC,Industrial Automation,Control systems supply,High,Name-derived
S W M E CONTROL SYSTEMS TRADING LLC,Industrial Automation,Control systems supply,High,Name-derived
"S.K ALLIED INTERNATIOANL L.L,C",Retail,Food retail,Medium,Web-verified
SAAD PRECAST LLC,Manufacturing - Building Products,Precast concrete,High,Name-derived
SAAD PRECAST LLC,Manufacturing - Building Products,Precast concrete,High,Name-derived
SAAD PRECAST LLC,Manufacturing - Building Products,Precast concrete,High,Name-derived
SAADCO GROUP,Diversified Group,Diversified group,Low,Name-derived
SAAS HEALTH CARE INVESTMENT L.L.C,Healthcare,Healthcare investment & operations,Medium,Name-derived
SAAS HEALTH CARE INVESTMENT L.L.C,Healthcare,Healthcare investment & operations,Medium,Name-derived
SACOOR BROTHERS GROUP,Retail,Fashion retail chain,High,Name-derived
SADAT FOODSTUFF TRADING L.L.C.,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
SAEED ALZAABI GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SAEED ALZAABI TYRE FACTORY LLC.,Manufacturing - Automotive,Tyre retreading / production,High,Name-derived
SAEED ALZAABI TYRE FACTORY LLC.,Manufacturing - Automotive,Tyre retreading / production,High,Name-derived
SAEED SALEM KHALFAN SSK ENTERPRISES LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SAFA TRADING,Trading & Distribution,General trading,Low,Name-derived
SAFE LINE ELECTRICAL & MECHANICAL LLC,Electrical Trading,Electrical products & services,Medium,Name-derived
SAFE LINE GROUP OF COMPANIES LLC,Diversified Group,Electromechanical & trading group,Medium,Name-derived
SAFE LINE GROUP OF COMPANIES LLC,Diversified Group,Electromechanical & trading group,Medium,Name-derived
SAFE LINE GROUP OF COMPANIES LLC,Diversified Group,Electromechanical & trading group,Medium,Name-derived
SAFE LINE GROUP OF COMPANIES LLC,Diversified Group,Electromechanical & trading group,Medium,Name-derived
SAFE LINE GROUP OF COMPANIES LLC,Diversified Group,Electromechanical & trading group,Medium,Name-derived
SAFE LINE GROUP OF COMPANIES LLC,Diversified Group,Electromechanical & trading group,Medium,Name-derived
SAFETY ELECTRICAL TRADING COMPANY,Electrical Trading,Electrical products & services,Medium,Name-derived
SAFINAT AL SAHRAA TRADING CO. L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SAFINAT AL SAHRAA TRADING CO. L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SAFINAT AL SAHRAA TRADING CO. L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SAFINAT AL SAHRAA TRADING CO. L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SAFINAT AL SAHRAA TRADING CO. L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SAIGOL & GULF LIMITED COMPANY LLC,Food & Beverage Trading,"Snacks, crisps, biscuits & rice distribution",High,Web-verified
SAIGOL & GULF LIMITED COMPANY LLC,Food & Beverage Trading,"Snacks, crisps, biscuits & rice distribution",High,Web-verified
SAIGOL & GULF LIMITED COMPANY LLC,Food & Beverage Trading,"Snacks, crisps, biscuits & rice distribution",High,Web-verified
SAIGOL & GULF LIMITED COMPANY LLC,Food & Beverage Trading,"Snacks, crisps, biscuits & rice distribution",High,Web-verified
SAIGOL & GULF LIMITED COMPANY LLC,Food & Beverage Trading,"Snacks, crisps, biscuits & rice distribution",High,Web-verified
SALALAH FUTURE TRADING,Trading & Distribution,General trading,Low,Name-derived
SALALAH FUTURE TRADING,Trading & Distribution,General trading,Low,Name-derived
SAMA ALKHAIR FOOD & BEVERAGES TRADING CO. LLC,Food & Beverage Trading,Food & beverage trading,High,Name-derived
SAQR PORT AUTHORITY,Ports & Terminals,Bulk port operations,High,Name-derived
SAQR PORT AUTHORITY,Ports & Terminals,Bulk port operations,High,Name-derived
SAQR PORT AUTHORITY,Ports & Terminals,Bulk port operations,High,Name-derived
SARGODHA ORGANIC AGRI PRODUCT VEGETABLES & FRUITS TRADING L.L.C,Fresh Produce & Grocery,Fruits & vegetables wholesale,Medium,Name-derived
SAT INVESTMENTS LLC,Investment & Holding,Investment company,Medium,Name-derived
SAUD SHEHATHA CONSTRUCTION LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
SAUD SHEHATHA CONSTRUCTION LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
SAUD SHEHATHA CONSTRUCTION LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
SAUD SHEHATHA CONSTRUCTION LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
SAUD SHEHATHA CONSTRUCTION LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
SAVER GROCERY FOOD STUFF TRADING LLC,Retail,Grocery retail,High,Name-derived
SCI INTERNATIONAL TRADING L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SEA FAST MARINE SERVICES LLC,Marine Services,Marine services,High,Name-derived
SEA WORLD FISH PROCESSING LLC,Manufacturing - Food,Seafood processing,High,Name-derived
SEA WORLD FISH PROCESSING LLC,Manufacturing - Food,Seafood processing,High,Name-derived
SEEGENE MIDDLE EAST FZE,Medical & Diagnostics,Molecular diagnostics (Seegene),High,Name-derived
SEEGENE MIDDLE EAST FZE,Medical & Diagnostics,Molecular diagnostics (Seegene),High,Name-derived
SEIDCO GENERAL CONTRACTING,Construction & Contracting,General contracting,High,Name-derived
SEIDCO GENERAL CONTRACTING,Construction & Contracting,General contracting,High,Name-derived
SEIDCO GENERAL CONTRACTING,Construction & Contracting,General contracting,High,Name-derived
SEVEN DAYS EQUIPMENT MAINTENANCE LLC,Equipment Maintenance,Equipment maintenance,High,Name-derived
SEVEN DAYS EQUIPMENT MAINTENANCE LLC,Equipment Maintenance,Equipment maintenance,High,Name-derived
SEVEN DAYS EQUIPMENT MAINTENANCE LLC,Equipment Maintenance,Equipment maintenance,High,Name-derived
SEVEN EMIRATES INVESTMENT LLC,Investment & Holding,Investment company,Medium,Name-derived
SEVEN EMIRATES INVESTMENT LLC,Investment & Holding,Investment company,Medium,Name-derived
SEVEN EMIRATES INVESTMENT LLC,Investment & Holding,Investment company,Medium,Name-derived
SEVEN EMIRATES INVESTMENT LLC,Investment & Holding,Investment company,Medium,Name-derived
SEVEN EMIRATES INVESTMENT LLC,Investment & Holding,Investment company,Medium,Name-derived
SEVEN EMIRATES PLASTIC CONTAINER TRADING LLC,Packaging Trading,Plastic containers trading,High,Name-derived
SEVEN EMIRATES PLASTIC CONTAINER TRADING LLC,Packaging Trading,Plastic containers trading,High,Name-derived
SEVEN EMIRATES PLASTIC CONTAINER TRADING LLC,Packaging Trading,Plastic containers trading,High,Name-derived
SHAKER ALI AL-SAMAD TRADING Co.,Trading & Distribution,General trading,Low,Name-derived
SHAN GLOBAL TECHNICAL SERVICES LLC,Technical Services,Technical & maintenance services,Medium,Name-derived
SHAN GLOBAL TECHNICAL SERVICES LLC,Technical Services,Technical & maintenance services,Medium,Name-derived
SHAN GLOBAL TECHNICAL SERVICES LLC,Technical Services,Technical & maintenance services,Medium,Name-derived
SHAPOORJI PALLONJI INTERNATIONAL FZ,Construction & Contracting,Large-scale EPC contractor,High,Name-derived
SHAPOORJI PALLONJI INTERNATIONAL FZ,Construction & Contracting,Large-scale EPC contractor,High,Name-derived
SHAPOORJI PALLONJI INTERNATIONAL FZ,Construction & Contracting,Large-scale EPC contractor,High,Name-derived
SHARIF HASSAN ALI TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SHARIF HASSAN ALI TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SHARIF HASSAN ALI TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SHARIF HASSAN ALI TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SHARIF HASSAN ALI TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SHATRY TRADING ESTABLISHMENT,Trading & Distribution,General trading,Low,Name-derived
SHINEJOIN WEB DESIGN LLC,Marketing Services,Web design & digital,High,Name-derived
SHINEJOIN WEB DESIGN LLC,Marketing Services,Web design & digital,High,Name-derived
SHIRIN ASAL MIDDLE EAST GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SHOKRI HASSAN TRADING CO. L. L. C.,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SHOKRI HASSAN TRADING CO. L. L. C.,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SHOKRI HASSAN TRADING CO. L. L. C.,Trading & Distribution,General trading & wholesale,Medium,Name-derived
"SHOWTECH SOUND, LIGHTING AND SUPPORT SYSTEMS",AV & Systems Integration,Event sound & lighting systems,High,Name-derived
"SHOWTECH SOUND, LIGHTING AND SUPPORT SYSTEMS",AV & Systems Integration,Event sound & lighting systems,High,Name-derived
"SHOWTECH SOUND, LIGHTING AND SUPPORT SYSTEMS",AV & Systems Integration,Event sound & lighting systems,High,Name-derived
"SHOWTECH SOUND, LIGHTING AND SUPPORT SYSTEMS",AV & Systems Integration,Event sound & lighting systems,High,Name-derived
SHRUNGI GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SHRUNGI GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SIGMA ELECTROMECHANICAL TRADING LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
SIGMA ELECTROMECHANICAL TRADING LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
SIGMA ELECTROMECHANICAL TRADING LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
SIGMA ELECTROMECHANICAL TRADING LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
SIGMA ELECTROMECHANICAL TRADING LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
SIGMA ELECTROMECHANICAL TRADING LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
SIGMA INTEGRATED TECHNICAL SERVICES,Technical Services,Technical & maintenance services,Medium,Name-derived
SIGMA INTEGRATED TECHNICAL SERVICES,Technical Services,Technical & maintenance services,Medium,Name-derived
SILK LAND STAR TRADING L.L.C.,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILK LAND TRADING FZCO,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILK LAND TRADING FZCO,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILK LAND TRADING FZCO,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILK LAND TRADING FZCO,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILK LAND TRADING FZCO,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILK LAND TRADING FZCO,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILK LAND TRADING FZCO,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILK LAND TRADING FZCO,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILK LAND TRADING FZCO,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILKLAND FURNISHING PRIVATE LTD - BANGALORE,Textiles & Apparel Trading,Furnishing fabrics,High,Name-derived
SILKLAND TRADING L.L.C.,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILKLAND TRADING L.L.C.,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILKLAND TRADING L.L.C.,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILKLAND TRADING L.L.C.,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILKLAND TRADING L.L.C.,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILKLAND TRADING L.L.C.,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILKLAND TRADING L.L.C.,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILKLAND TRADING L.L.C.,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILKLAND TRADING L.L.C.,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILKLAND TRADING L.L.C.,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILKLAND TRADING L.L.C.,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILKLAND TRADING L.L.C.,Textiles & Apparel Trading,Furnishing fabrics & textiles,High,Name-derived
SILVER ARCADE LINEN LLC,Textiles & Apparel Trading,Linen & home textiles,High,Name-derived
SILVER ARCADE LINEN LLC,Textiles & Apparel Trading,Linen & home textiles,High,Name-derived
SILVER ARCADE LINEN LLC,Textiles & Apparel Trading,Linen & home textiles,High,Name-derived
SILVER ARCADE LINEN LLC,Textiles & Apparel Trading,Linen & home textiles,High,Name-derived
SILVER ROCK FRAMING GALLERY LLC,Retail,Art framing & gallery,High,Name-derived
SILVERTECH ENGINEERING LLC,Engineering Services,Engineering services,Medium,Name-derived
SILVERTECH ENGINEERING LLC,Engineering Services,Engineering services,Medium,Name-derived
SILVERTECH ENGINEERING LLC,Engineering Services,Engineering services,Medium,Name-derived
SILVERTECH ENGINEERING LLC,Engineering Services,Engineering services,Medium,Name-derived
SILVERTECH ENGINEERING LLC,Engineering Services,Engineering services,Medium,Name-derived
SINOTRANS MIDDLE EAST FZE (BRANCH),Logistics & Supply Chain,Freight forwarding (Sinotrans),High,Name-derived
SIRALI RESTAURANT LLC,Food Service,Restaurant,High,Name-derived
SKY CITY READYMADE GARMENTS TRADING LLC,Textiles & Apparel Trading,Readymade garments trading,High,Name-derived
SKY HIGH HR PROVISION SERVICES- LLC- SPC,HR & Recruitment,HR services,High,Name-derived
SKY JEWELLERY,Jewellery & Precious Metals,Jewellery retail,High,Name-derived
SKY JEWELLERY,Jewellery & Precious Metals,Jewellery retail,High,Name-derived
SKY STEEL SYSTEMS LLC,Manufacturing - Steel Fabrication,Steel structures,High,Name-derived
SKY STEEL SYSTEMS LLC,Manufacturing - Steel Fabrication,Steel structures,High,Name-derived
SKY STEEL SYSTEMS LLC,Manufacturing - Steel Fabrication,Steel structures,High,Name-derived
SKY TRADING FZE,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SKYMAT BUILDING MATERIALS TRADING L.L.C,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
SKYMAT BUILDING MATERIALS TRADING L.L.C,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
SKYMAT BUILDING MATERIALS TRADING L.L.C,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
SKYMAT BUILDING MATERIALS TRADING L.L.C,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
SMART INSULATION FINISHING SYSTEMS LLC,Construction Services,Insulation & finishing systems,High,Name-derived
SMART INSULATION FINISHING SYSTEMS LLC,Construction Services,Insulation & finishing systems,High,Name-derived
SMART INSULATION FINISHING SYSTEMS LLC,Construction Services,Insulation & finishing systems,High,Name-derived
SMART MOBILE SOLUTIONS,IT Services,Mobile technology solutions,Medium,Name-derived
SMART PHARMA TRADING LLC,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
SMART PHARMA TRADING LLC,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
SMART PHARMA TRADING LLC,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
SMART TOUCH FOODSTUFF TRADING LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
SMART ZONE HEAVY EQUIPMENT RENTAL LLC,Equipment Rental,Heavy equipment rental,High,Name-derived
SMART ZONE HEAVY EQUIPMENT RENTAL LLC,Equipment Rental,Heavy equipment rental,High,Name-derived
SMARTLIFT HANDLING LOADING & LIFTING EQUIPMENT RENTAL L.L.C,Equipment Rental,Lifting equipment rental,High,Name-derived
SNH Packing General Trading LLC,Packaging Trading,Packaging materials trading,High,Name-derived
SNH Packing General Trading LLC,Packaging Trading,Packaging materials trading,High,Name-derived
SNH Packing General Trading LLC,Packaging Trading,Packaging materials trading,High,Name-derived
SNH Packing General Trading LLC,Packaging Trading,Packaging materials trading,High,Name-derived
SNOWHITE GARMENTS L.L.C.,Manufacturing - Textiles,Uniforms & workwear,High,Name-derived
SNOWHITE GARMENTS L.L.C.,Manufacturing - Textiles,Uniforms & workwear,High,Name-derived
SNOWHITE GARMENTS L.L.C.,Manufacturing - Textiles,Uniforms & workwear,High,Name-derived
SOFT & HYGIENIC PAPER MANUFACTURING LLC,Manufacturing - Paper & Packaging,Tissue & hygiene paper,High,Name-derived
SOFT & HYGIENIC PAPER MANUFACTURING LLC,Manufacturing - Paper & Packaging,Tissue & hygiene paper,High,Name-derived
SOFT & HYGIENIC PAPER MANUFACTURING LLC,Manufacturing - Paper & Packaging,Tissue & hygiene paper,High,Name-derived
SOFT & HYGIENIC PAPER MANUFACTURING LLC,Manufacturing - Paper & Packaging,Tissue & hygiene paper,High,Name-derived
SOIL STORE FOODSTUFF TRADING,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
SOIL STORE FOODSTUFF TRADING,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
SOIL STORE FOODSTUFF TRADING,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
SOIL STORE FOODSTUFF TRADING,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
SOLICO FIBERGLASS FACTORY LLC,Manufacturing - Plastics,FRP / fiberglass products,High,Name-derived
SOLICO FIBERGLASS FACTORY LLC,Manufacturing - Plastics,FRP / fiberglass products,High,Name-derived
SOLICO FIBERGLASS FACTORY LLC,Manufacturing - Plastics,FRP / fiberglass products,High,Name-derived
SOUNDME WORLD FZE,Consumer Electronics,Audio products trading,High,Name-derived
SOUTH LINK INTERNATIONAL FOODSTUFF LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
SOUTH LINK INTERNATIONAL FOODSTUFF LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
SOUTH LINK INTERNATIONAL FOODSTUFF LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
SOUTH LINK INTERNATIONAL FOODSTUFF LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
SOUVENIR POTATOES TRADING CO. LLC,Fresh Produce & Grocery,Fruits & vegetables wholesale,Medium,Name-derived
SOUVENIR POTATOES TRADING CO. LLC,Fresh Produce & Grocery,Fruits & vegetables wholesale,Medium,Name-derived
SPACE AAM GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SPACE AAM GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SPACE LAND TECHNICAL SERVICES,Technical Services,Technical & maintenance services,Medium,Name-derived
SPACE LAND TECHNICAL SERVICES,Technical Services,Technical & maintenance services,Medium,Name-derived
SPACEAGE ELECTRICAL SWITCHGEAR CO. WLL,Manufacturing - Electrical,LV switchgear panels,High,Name-derived
SPACEAGE ELECTRICAL SWITCHGEAR CO. WLL,Manufacturing - Electrical,LV switchgear panels,High,Name-derived
SPACEAGE ELECTRICAL SWITCHGEAR CO. WLL,Manufacturing - Electrical,LV switchgear panels,High,Name-derived
SPECTRUM HEARTS THERAPEUTIC CENTER,Healthcare,Therapy & rehabilitation centre,High,Name-derived
SPECTRUM INT’L L.L.C,Trading & Distribution,General trading,Low,Name-derived
SPEED BLAST TRADING LLC,Industrial Distribution,Blasting equipment & abrasives,High,Name-derived
SPEEDY TECHNICAL SERVICES (BR OF ABDULWAHED BIN SHABIB INVESTMENT GROUP LLC),Technical Services,Technical / maintenance services,High,Name-derived
SPEEDY TECHNICAL SERVICES (BR OF ABDULWAHED BIN SHABIB INVESTMENT GROUP LLC),Technical Services,Technical / maintenance services,High,Name-derived
SPOT SHOES TRADING,Textiles & Apparel Trading,Footwear trading,High,Name-derived
SPOT SHOES TRADING,Textiles & Apparel Trading,Footwear trading,High,Name-derived
SPOT SHOES TRADING,Textiles & Apparel Trading,Footwear trading,High,Name-derived
SPOT SHOES TRADING,Textiles & Apparel Trading,Footwear trading,High,Name-derived
SREE CHEMTECH FZE,Chemicals Distribution,Specialty chemicals trading,High,Name-derived
SREE CHEMTECH FZE,Chemicals Distribution,Specialty chemicals trading,High,Name-derived
SREE CHEMTECH FZE,Chemicals Distribution,Specialty chemicals trading,High,Name-derived
SRQ TRADING COMPANY LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SRQ TRADING COMPANY LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
STAHL CRANE SYSTEMS FZE,Manufacturing - Machinery,Hoists & crane components,High,Name-derived
STAHL CRANE SYSTEMS FZE,Manufacturing - Machinery,Hoists & crane components,High,Name-derived
STAHL CRANE SYSTEMS FZE,Manufacturing - Machinery,Hoists & crane components,High,Name-derived
STAHL CRANE SYSTEMS FZE,Manufacturing - Machinery,Hoists & crane components,High,Name-derived
STALLION ON DEMAND LABOR SUPPLY LLC,HR & Recruitment,Labour supply,High,Name-derived
STALLION ON DEMAND LABOR SUPPLY LLC,HR & Recruitment,Labour supply,High,Name-derived
STALLION ON DEMAND LABOR SUPPLY LLC,HR & Recruitment,Labour supply,High,Name-derived
STANDARD ACCESS SCAFFOLDING CONTRACTING LLC,Construction Services,Scaffolding & access,High,Name-derived
STANDARD ACCESS SCAFFOLDING CONTRACTING LLC,Construction Services,Scaffolding & access,High,Name-derived
STANDARD ACCESS SCAFFOLDING CONTRACTING LLC,Construction Services,Scaffolding & access,High,Name-derived
STANDARD ACCESS SCAFFOLDING CONTRACTING LLC,Construction Services,Scaffolding & access,High,Name-derived
STANDARD SANITARY WARES SHOP,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
STANDARD SANITARY WARES SHOP,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
STANFORD MARINE L. L. C,Marine Services,OSV ownership & marine services,High,Name-derived
STAR CITY AUTOS SPARE PARTS TRADING LLC,Automotive Parts Trading,Vehicle spare parts & accessories,Medium,Name-derived
STAR PACK PACKAGING INDUSTRY.L.L.C,Manufacturing - Paper & Packaging,Packaging production,High,Name-derived
STAR SECURITY SERVICES LLC,Security Services,Manned guarding,High,Name-derived
STAR SERVICES LLC,HR & Recruitment,Manpower supply & outsourcing,High,Name-derived
STAR SERVICES LLC,HR & Recruitment,Manpower supply & outsourcing,High,Name-derived
STAR SERVICES LLC,HR & Recruitment,Manpower supply & outsourcing,High,Name-derived
STAR SERVICES LLC,HR & Recruitment,Manpower supply & outsourcing,High,Name-derived
STAR SERVICES LLC,HR & Recruitment,Manpower supply & outsourcing,High,Name-derived
STAR SERVICES LLC,HR & Recruitment,Manpower supply & outsourcing,High,Name-derived
STAR SERVICES OUTSOURCING CONSULTANTS LTD. COMPANY,HR & Recruitment,Manpower outsourcing,High,Name-derived
STAR X AUTO TRADE FZCO,Automotive Retail,Vehicle trading,High,Name-derived
STATUS 67 AUTO REPAIR LLC,Automotive Services,Vehicle repair garage,High,Name-derived
STATUS 67 AUTO REPAIR LLC,Automotive Services,Vehicle repair garage,High,Name-derived
STERLING SITES FZCO,Building Materials Trading,"Ladders, adhesives, abrasives, hardware & sanitaryware",High,Web-verified
STERLING SITES FZCO,Building Materials Trading,"Ladders, adhesives, abrasives, hardware & sanitaryware",High,Web-verified
STERLING SITES FZCO,Building Materials Trading,"Ladders, adhesives, abrasives, hardware & sanitaryware",High,Web-verified
STERLING SITES FZCO,Building Materials Trading,"Ladders, adhesives, abrasives, hardware & sanitaryware",High,Web-verified
STERLING SITES FZCO,Building Materials Trading,"Ladders, adhesives, abrasives, hardware & sanitaryware",High,Web-verified
STREAM ENERGY DEVELOPMENT - SOLE PROPRIETORSHIP L.L.C.,Energy,Energy project development,Medium,Name-derived
STREAM ENERGY DEVELOPMENT - SOLE PROPRIETORSHIP L.L.C.,Energy,Energy project development,Medium,Name-derived
STREAM RECRUITMENT– SOLE PROPRIERSHIP LLC,HR & Recruitment,Recruitment services,High,Name-derived
SUCDEN MIDDLE EAST,Commodity Trading,Soft commodities - sugar & cocoa,High,Name-derived
SUCDEN MIDDLE EAST,Commodity Trading,Soft commodities - sugar & cocoa,High,Name-derived
SUCDEN MIDDLE EAST,Commodity Trading,Soft commodities - sugar & cocoa,High,Name-derived
SUCDEN MIDDLE EAST,Commodity Trading,Soft commodities - sugar & cocoa,High,Name-derived
SUDHIR GENSETS FZE,Power Generation Equipment,Diesel generating sets,High,Name-derived
SUDHIR GENSETS FZE,Power Generation Equipment,Diesel generating sets,High,Name-derived
SUDHIR GENSETS FZE,Power Generation Equipment,Diesel generating sets,High,Name-derived
SUHOL AL FAYHA TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SUHOL AL FAYHA TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SUHOL AL FAYHA TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SUHOL AL FAYHA TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SUHOL AL FAYHA TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SUHOL AL FAYHA TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SUHOL AL FAYHA TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SUHOL AL FAYHA TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SULTHAN STONES LLC,Building Materials Trading,Natural stone supply,High,Name-derived
SUMMER CRESCENT TRADING COMPANY,Trading & Distribution,General trading,Low,Name-derived
SUNBEAM INTERNATIONAL FOODSTUFF TRADING LLC,Food & Beverage Trading,Foodstuff wholesale & distribution,Medium,Name-derived
SUNDUS RECRUITMENT & OUTSOURCING SERVICES LLC,HR & Recruitment,Recruitment & outsourcing,High,Name-derived
SUNDUS RECRUITMENT & OUTSOURCING SERVICES LLC,HR & Recruitment,Recruitment & outsourcing,High,Name-derived
SUNDUS RECRUITMENT & OUTSOURCING SERVICES LLC,HR & Recruitment,Recruitment & outsourcing,High,Name-derived
SUNNY FRESH TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
SUNTECH BUSINESS SOLUTIONS,IT Services,Business software & IT solutions,Medium,Name-derived
SUNTECH BUSINESS SOLUTIONS,IT Services,Business software & IT solutions,Medium,Name-derived
SUNTECH BUSINESS SOLUTIONS,IT Services,Business software & IT solutions,Medium,Name-derived
SUNTECH BUSINESS SOLUTIONS,IT Services,Business software & IT solutions,Medium,Name-derived
SWISS CHOCOLATE FACTORY LLC,Manufacturing - Food,Chocolate & confectionery,High,Name-derived
SWISS WATCH GROUP LLC,Luxury Retail,Watch retail & distribution,High,Name-derived
SWISS WATCH HOUSE L.L.C.,Luxury Retail,Watch retail,High,Name-derived
SWISS WATCH HOUSE L.L.C.,Luxury Retail,Watch retail,High,Name-derived
SWISS WATCH HOUSE L.L.C.,Luxury Retail,Watch retail,High,Name-derived
SWISS WATCH HOUSE L.L.C.,Luxury Retail,Watch retail,High,Name-derived
SWISS WATCH HOUSE L.L.C.,Luxury Retail,Watch retail,High,Name-derived
SWISS WATCH HOUSE L.L.C.,Luxury Retail,Watch retail,High,Name-derived
